,price,living_rooms,bedrooms,bathrooms,town_city,outward_code,property_type,tags
1830,4117.0,1.0,1.0,2.0,London,W1K,flat,spacious
1831,4117.0,1.0,3.0,2.0,London,W2,flat,spacious
1832,4117.0,1.0,3.0,2.0,London,W2,flat,newly built
1833,4117.0,1.0,2.0,2.0,"London,",,flat,spacious
1834,4117.0,1.0,3.0,2.0,London,W2,flat,none
1835,4117.0,1.0,1.0,1.0,London,EC4M,flat,furnished
1836,4117.0,1.0,1.0,1.0,London,W1U,flat,refurbished
1837,4117.0,1.0,3.0,2.0,London,W2,flat,modern
1838,4117.0,1.0,2.0,2.0,London,W1J,flat,modern
1839,4117.0,1.0,3.0,2.0,London,W2,flat,none
1840,4117.0,1.0,2.0,2.0,London,SW3,flat,none
1841,4116.0,1.0,2.0,2.0,London,SW3,flat,none
1842,4117.0,1.0,3.0,2.0,London,W2,flat,none
1843,4117.0,1.0,2.0,2.0,London,W1J,flat,refurbished
1844,4117.0,1.0,2.0,2.0,London,SW3,flat,none
1845,4117.0,1.0,2.0,2.0,London,W1J,flat,refurbished
1846,4117.0,1.0,2.0,2.0,London,W14,flat,none
1847,4147.0,1.0,11.0,6.0,Plymouth,PL4,property,student
1848,4144.0,1.0,2.0,1.0,London,W1H,flat,furnished
1849,4138.0,1.0,2.0,2.0,London,SW3,flat,garden
1850,4138.0,1.0,2.0,2.0,London,SW3,flat,garden
1851,4138.0,1.0,2.0,2.0,London,SW3,flat,garden
1852,4138.0,1.0,3.0,2.0,London,W2,flat,none
1853,4138.0,1.0,2.0,2.0,London,SW3,flat,decorated
1854,4138.0,1.0,2.0,2.0,London,SW3,flat,decorated
1855,4138.0,2.0,2.0,2.0,London,SW3,flat,garden
1856,4138.0,1.0,2.0,2.0,London,SW3,flat,garden
1857,4138.0,1.0,2.0,2.0,London,SW3,flat,spacious
1858,4138.0,1.0,2.0,2.0,London,SW3,flat,garden
1859,4138.0,1.0,2.0,2.0,London,SW3,flat,located
1860,4138.0,1.0,3.0,2.0,London,NW6,property,refurbished
1861,4160.0,1.0,2.0,1.0,London,W1J,flat,spacious
1862,4160.0,1.0,3.0,2.0,London,W2,flat,none
1863,4160.0,1.0,8.0,8.0,Selly,B29,terraced house,located
1864,4160.0,1.0,3.0,3.0,London,E1,flat,located
1865,4160.0,1.0,2.0,2.0,London,W2,flat,modern
1866,4160.0,1.0,8.0,8.0,Nottingham,NG7,flat,modern
1867,4160.0,1.0,8.0,4.0,Selly,B29,terraced house,none
1868,4160.0,1.0,3.0,3.0,London,W2,flat,garden
1869,4150.0,1.0,3.0,2.0,London,W2,flat,none
1870,4150.0,1.0,3.0,2.0,London,W1H,flat,furnished
1871,4150.0,1.0,3.0,1.0,Cambridge,CB1,flat,furnished
1872,4150.0,2.0,6.0,3.0,London,SE24,end terrace house,decorated
1873,4151.0,1.0,2.0,2.0,London,NW8,flat,spacious
1874,4150.0,1.0,5.0,1.0,London,W6,terraced house,decorated
1875,4150.0,1.0,9.0,3.0,Berkshire,RG1,terraced house,spacious
1876,4160.0,1.0,2.0,2.0,London,W1J,flat,furnished
1877,4160.0,1.0,2.0,1.0,London,W1J,flat,spacious
1878,4160.0,1.0,2.0,1.0,London,W1J,flat,none
1879,4160.0,1.0,2.0,2.0,London,W1J,flat,spacious
1880,4160.0,1.0,2.0,1.0,London,W1J,flat,spacious
1881,4160.0,1.0,2.0,2.0,London,SW7,flat,decorated
1882,4160.0,1.0,8.0,8.0,Selly,B29,terraced house,none
1883,4160.0,1.0,8.0,2.0,Brighton,BN1,terraced house,student
1884,4160.0,1.0,8.0,8.0,Selly,B29,terraced house,none
1885,4160.0,1.0,2.0,1.0,London,SW3,flat,none
1886,4160.0,1.0,2.0,2.0,London,W2,flat,garden
1887,4160.0,1.0,2.0,1.0,London,W1J,flat,spacious
1888,4160.0,1.0,2.0,1.0,London,W1J,flat,spacious
1889,4160.0,1.0,3.0,2.0,London,W2,flat,none
1890,4160.0,1.0,6.0,1.0,Sheffield S1,S1,terraced house,student
1891,4199.0,2.0,4.0,3.0,London,W12,terraced house,modern
1892,4200.0,1.0,4.0,2.0,London,SW6,detached house,family
1893,4195.0,1.0,3.0,3.0,London,W8,duplex,none
1894,4193.0,1.0,6.0,2.0,London,N4,terraced house,furnished
1895,4182.0,1.0,2.0,2.0,London,W1J,flat,refurbished
1896,4182.0,1.0,2.0,2.0,London,W1J,flat,refurbished
1897,4182.0,1.0,3.0,2.0,London,W6,flat,none
1898,4183.0,1.0,1.0,1.0,London,SW6,flat,furnished
1899,4182.0,1.0,3.0,2.0,London,NW8,flat,none
1900,4182.0,1.0,6.0,2.0,London,E3,town house,student
1901,4176.0,1.0,1.0,1.0,London,W1H,flat,furnished
1902,4167.0,1.0,2.0,2.0,London,WC2R,flat,none
1903,4200.0,1.0,7.0,7.0,Ilford,IG1,end terrace house,garden
1904,4200.0,1.0,3.0,3.0,London,W6,flat,furnished
1905,4200.0,1.0,1.0,1.0,Oxford,OX3,room,garden
1906,4200.0,2.0,6.0,3.0,London,N1,terraced house,none
1907,4199.0,1.0,4.0,3.0,Hertfordshire,EN5,property,spacious
1908,4200.0,2.0,4.0,3.0,London,W4,end terrace house,none
1909,4200.0,1.0,4.0,3.0,London,W3,bungalow,spacious
1910,4200.0,1.0,4.0,2.0,London,SW1P,flat,spacious
1911,4200.0,1.0,2.0,2.0,London,SE1,flat,spacious
1912,4200.0,1.0,7.0,7.0,Coventry,CV1,end terrace house,located
1913,4200.0,1.0,6.0,6.0,HMO,OX3,semi-detached house,student
1914,4200.0,1.0,6.0,3.0,Slough,SL3,semi-detached house,none
1915,4200.0,1.0,3.0,2.0,London,SW15,flat,refurbished
1916,4199.0,2.0,4.0,3.0,London,W12,terraced house,modern
1917,4200.0,1.0,4.0,2.0,London,SW6,detached house,family
1918,4216.0,1.0,3.0,2.0,Newcastle,NE1,flat,none
1919,4203.0,1.0,2.0,2.0,London,W1J,flat,refurbished
1920,4203.0,1.0,2.0,1.0,London,W1J,flat,none
1921,4203.0,1.0,2.0,2.0,London,W1J,flat,refurbished
1922,4203.0,1.0,2.0,2.0,London,W1J,flat,spacious
1923,4203.0,1.0,1.0,2.0,London,W1K,flat,none
1924,4203.0,1.0,1.0,2.0,London,W1K,flat,furnished
1925,4203.0,1.0,1.0,1.0,London,E14,flat,serviced
1926,4203.0,1.0,3.0,2.0,London,SW7,flat,refurbished
1927,4203.0,1.0,4.0,3.0,London,SW11,detached house,garage
1928,4203.0,2.0,3.0,2.0,London,NW3,maisonette,refurbished
1929,4203.0,1.0,2.0,1.0,London,W2,flat,none
1930,4200.0,2.0,2.0,2.0,London,SW5,flat,furnished
1931,4200.0,1.0,2.0,1.0,Henley-On-Thames,RG9,flat,none
1932,4200.0,1.0,1.0,1.0,London,NW1,flat,furnished
1933,4200.0,1.0,6.0,6.0,HMO,OX3,semi-detached house,student
1934,4200.0,1.0,3.0,3.0,London,W6,flat,furnished
1935,4225.0,1.0,3.0,2.0,London,W6,flat,located
1936,4225.0,1.0,1.0,1.0,London,SW3,flat,short let
1937,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
1938,4225.0,1.0,2.0,2.0,London,NW1,flat,long let
1939,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
1940,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
1941,4225.0,2.0,4.0,3.0,London,E14,property,none
1942,4225.0,1.0,4.0,3.0,London,E14,terraced house,none
1943,4225.0,1.0,3.0,2.0,London,W6,flat,garden
1944,4225.0,1.0,3.0,2.0,London,SW1W,flat,located
1945,4225.0,1.0,3.0,2.0,London,W8,flat,none
1946,4225.0,1.0,2.0,2.0,London,SW5,flat,garden
1947,4225.0,1.0,3.0,2.0,London,W8,flat,renovated
1948,4225.0,1.0,3.0,2.0,London,W2,flat,spacious
1949,4222.0,1.0,1.0,1.0,London,W1J,flat,none
1950,4222.0,1.0,1.0,1.0,London,W1J,flat,spacious
1951,4220.0,1.0,3.0,2.0,London,E2,flat,furnished
1952,4217.0,1.0,7.0,2.0,Brighton,BN2,terraced house,student
1953,4216.0,1.0,3.0,2.0,Newcastle,NE1,flat,none
1954,4225.0,1.0,3.0,3.0,London,E1W,flat,newly built
1955,4225.0,1.0,3.0,3.0,London,NW8,flat,renovated
1956,4225.0,1.0,3.0,1.0,London,NW8,flat,spacious
1957,4225.0,1.0,3.0,2.0,London,SW11,flat,spacious
1958,4225.0,1.0,3.0,2.0,London,W1K,flat,spacious
1959,4225.0,1.0,2.0,2.0,London,WC2R,maisonette,refurbished
1960,4225.0,1.0,2.0,2.0,London,W2,flat,garden
1961,4225.0,1.0,3.0,2.0,London,W1K,flat,located
1962,4225.0,2.0,4.0,3.0,London,SW6,terraced house,garden
1963,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
1964,4225.0,1.0,3.0,2.0,London,NW8,flat,spacious
1965,4225.0,1.0,1.0,1.0,London,SW7,flat,garden
1966,4225.0,1.0,2.0,2.0,London,EC2Y,flat,none
1967,4225.0,1.0,3.0,2.0,London,W1K,flat,refurbished
1968,4225.0,1.0,3.0,2.0,London,W6,flat,located
1969,4225.0,1.0,4.0,3.0,London,E14,terraced house,none
1970,4225.0,1.0,3.0,2.0,London,NW3,flat,located
1971,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
1972,4225.0,1.0,1.0,1.0,London,SW7,flat,garden
1973,4225.0,1.0,3.0,3.0,London,NW8,flat,garden
1974,4225.0,1.0,1.0,1.0,London,SW3,terraced house,decorated
1975,4225.0,1.0,2.0,2.0,London,W9,flat,garden
1976,4225.0,1.0,2.0,2.0,Liverpool,L3,flat,furnished
1977,4225.0,1.0,3.0,3.0,London,NW8,flat,none
1978,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
1979,4225.0,1.0,4.0,3.0,London,E14,end terrace house,family
1980,4225.0,1.0,3.0,2.0,London,W2,flat,modern
1981,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
1982,4225.0,2.0,3.0,3.0,London,NW8,flat,refurbished
1983,4225.0,1.0,3.0,2.0,London,SW10,flat,refurbished
1984,4225.0,2.0,4.0,3.0,London,SW6,terraced house,garden
1985,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
1986,4225.0,1.0,3.0,1.0,London,SW3,end terrace house,garden
1987,4225.0,1.0,2.0,2.0,London,W1J,flat,decorated
1988,4225.0,1.0,2.0,2.0,London,SW5,flat,garden
1989,4225.0,2.0,3.0,2.0,London,NW8,flat,none
1990,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
1991,4225.0,1.0,3.0,3.0,London,NW8,flat,none
1992,4225.0,1.0,3.0,2.0,London,W2,flat,garden
1993,4225.0,1.0,4.0,3.0,London,NW8,flat,located
1994,4225.0,2.0,4.0,3.0,London,SW6,terraced house,garden
1995,4225.0,2.0,4.0,3.0,London,SW6,terraced house,garden
1996,4225.0,1.0,3.0,2.0,London,W2,flat,none
1997,4225.0,1.0,3.0,2.0,London,W6,flat,refurbished
1998,4225.0,2.0,4.0,3.0,London,SW6,terraced house,garden
1999,4225.0,1.0,3.0,2.0,London,NW8,flat,none
2000,4225.0,1.0,3.0,3.0,London,NW8,flat,renovated
2001,4225.0,1.0,3.0,2.0,London,NW8,flat,renovated
2002,4225.0,1.0,3.0,2.0,London,NW8,flat,renovated
2003,4225.0,1.0,3.0,3.0,London,NW8,flat,renovated
2004,4225.0,1.0,2.0,2.0,London,W2,flat,garden
2005,4225.0,1.0,3.0,2.0,London,W6,flat,refurbished
2006,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2007,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2008,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2009,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2010,4225.0,1.0,3.0,2.0,London,SW10,flat,refurbished
2011,4225.0,2.0,4.0,3.0,London,SW6,terraced house,garden
2012,4225.0,1.0,3.0,2.0,London,NW6,flat,garden
2013,4225.0,1.0,3.0,1.0,London,W6,flat,renovated
2014,4225.0,1.0,3.0,2.0,London,W6,flat,none
2015,4225.0,1.0,3.0,2.0,London,W6,flat,none
2016,4225.0,1.0,3.0,2.0,London,NW8,flat,spacious
2017,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2018,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2019,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2020,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2021,4225.0,1.0,3.0,2.0,London,W2,flat,garden
2022,4225.0,1.0,3.0,2.0,London,W6,flat,refurbished
2023,4225.0,1.0,3.0,3.0,London,NW8,flat,long let
2024,4225.0,1.0,3.0,2.0,London,W6,flat,renovated
2025,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2026,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2027,4225.0,1.0,3.0,3.0,London,NW8,property,located
2028,4225.0,1.0,3.0,2.0,London,NW8,flat,none
2029,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2030,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2031,4225.0,1.0,3.0,3.0,London,NW8,flat,modern
2032,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2033,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2034,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2035,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2036,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2037,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2038,4225.0,2.0,3.0,3.0,London,NW8,flat,refurbished
2039,4225.0,2.0,3.0,2.0,London,NW8,flat,refurbished
2040,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2041,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2042,4225.0,1.0,3.0,2.0,London,W6,flat,located
2043,4225.0,1.0,3.0,2.0,London,W1K,flat,refurbished
2044,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2045,4225.0,1.0,3.0,3.0,London,NW8,flat,furnished
2046,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2047,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2048,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2049,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2050,4225.0,1.0,3.0,3.0,London,NW8,flat,modern
2051,4225.0,1.0,3.0,3.0,London,NW8,flat,furnished
2052,4225.0,1.0,3.0,3.0,London,NW8,flat,furnished
2053,4225.0,1.0,3.0,3.0,London,NW8,flat,decorated
2054,4225.0,1.0,3.0,2.0,London,NW8,flat,located
2055,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2056,4225.0,1.0,3.0,3.0,London,NW8,property,garden
2057,4225.0,1.0,3.0,3.0,London,NW8,flat,modern
2058,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2059,4225.0,2.0,3.0,1.0,London,NW8,flat,located
2060,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2061,4225.0,1.0,2.0,2.0,London,W6,flat,none
2062,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2063,4225.0,1.0,3.0,2.0,London,W6,flat,located
2064,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2065,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2066,4225.0,1.0,3.0,3.0,London,NW8,flat,furnished
2067,4225.0,2.0,3.0,3.0,London,NW8,flat,refurbished
2068,4225.0,1.0,3.0,3.0,London,NW8,flat,modern
2069,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2070,4225.0,1.0,2.0,2.0,London,W6,flat,none
2071,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2072,4225.0,1.0,3.0,3.0,London,NW8,flat,modern
2073,4225.0,1.0,3.0,2.0,London,NW8,flat,spacious
2074,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2075,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2076,4225.0,1.0,3.0,3.0,London,NW8,flat,decorated
2077,4225.0,1.0,3.0,3.0,London,NW8,flat,furnished
2078,4225.0,1.0,3.0,2.0,London,NW8,flat,none
2079,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2080,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2081,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2082,4225.0,1.0,3.0,3.0,London,NW8,flat,spacious
2083,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2084,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2085,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2086,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2087,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2088,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2089,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2090,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2091,4225.0,1.0,3.0,3.0,London,NW8,flat,garden
2092,4225.0,1.0,3.0,2.0,London,NW8,flat,refurbished
2093,4225.0,1.0,3.0,3.0,London,NW8,flat,decorated
2094,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2095,4225.0,1.0,3.0,3.0,London,NW8,flat,modern
2096,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2097,4225.0,1.0,3.0,2.0,London,NW8,flat,located
2098,4225.0,1.0,2.0,2.0,London,W6,flat,none
2099,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2100,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2101,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2102,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2103,4239.0,1.0,5.0,1.0,Leeds,LS6,semi-detached house,garden
2104,4234.0,1.0,2.0,1.0,London,SW7,flat,decorated
2105,4231.0,1.0,1.0,1.0,London,WC2N,flat,furnished
2106,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2107,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2108,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2109,4225.0,1.0,3.0,3.0,London,NW8,triplex,none
2110,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2111,4225.0,1.0,3.0,2.0,London,W6,flat,refurbished
2112,4225.0,1.0,3.0,3.0,London,NW8,flat,furnished
2113,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2114,4225.0,1.0,3.0,3.0,London,NW8,flat,refurbished
2115,4225.0,1.0,3.0,3.0,London,NW8,flat,none
2116,4225.0,2.0,3.0,3.0,London,NW8,flat,refurbished
2117,4225.0,1.0,3.0,3.0,London,NW8,flat,located
2118,4247.0,1.0,3.0,3.0,London,W6,flat,located
2119,4247.0,1.0,2.0,2.0,London,SW3,flat,spacious
2120,4247.0,1.0,2.0,2.0,London,W8,flat,modern
2121,4247.0,1.0,3.0,2.0,London,SW1W,flat,furnished
2122,4246.0,1.0,2.0,2.0,London,SW3,flat,spacious
2123,4247.0,1.0,3.0,2.0,Newcastle,NE1,flat,spacious
2124,4247.0,1.0,2.0,1.0,London,SW3,flat,garden
2125,4247.0,1.0,2.0,2.0,London,W1J,flat,none
2126,4247.0,1.0,2.0,2.0,London,SW3,flat,located
2127,4247.0,1.0,2.0,2.0,London,SW3,flat,modern
2128,4247.0,1.0,2.0,1.0,London,SW3,flat,spacious
2129,4247.0,1.0,2.0,2.0,London,SW3,flat,refurbished
2130,4247.0,1.0,2.0,2.0,London,SW3,flat,located
2131,4247.0,1.0,2.0,1.0,London,SW3,flat,garden
2132,4247.0,1.0,2.0,2.0,London,SW3,flat,spacious
2133,4247.0,1.0,2.0,2.0,London,SW3,flat,located
2134,4247.0,1.0,2.0,2.0,London,SW3,flat,modern
2135,4247.0,1.0,2.0,2.0,London,SW3,flat,modern
2136,4247.0,1.0,2.0,1.0,London,SW3,flat,modern
2137,4247.0,1.0,2.0,1.0,London,SW3,flat,located
2138,4247.0,1.0,2.0,2.0,London,SW1X,flat,located
2139,4247.0,1.0,2.0,2.0,London,SW3,property,located
2140,4247.0,1.0,2.0,2.0,London,W1J,flat,none
2141,4247.0,1.0,2.0,2.0,London,SW3,flat,none
2142,4247.0,1.0,3.0,2.0,London,SW1W,flat,furnished
2143,4247.0,1.0,2.0,2.0,London,SW3,flat,modern
2144,4266.0,1.0,1.0,1.0,London,E20,flat,furnished
2145,4264.0,1.0,6.0,1.0,Sheffield,S1,terraced house,student
2146,4260.0,1.0,3.0,2.0,London,W2,terraced house,family
2147,4260.0,2.0,3.0,2.0,Cambridge,CB1,flat,furnished
2148,4250.0,4.0,5.0,3.0,Surrey,KT7,flat,family
2149,4250.0,2.0,2.0,2.0,London,SE1,flat,none
2150,4250.0,1.0,2.0,2.0,London,W1B,flat,none
2151,4250.0,3.0,1.0,1.0,London,EC1V,flat,furnished
2152,4250.0,1.0,1.0,1.0,London,EC1V,flat,furnished
2153,4250.0,3.0,4.0,2.0,Twickenham,TW1,detached house,modern
2154,4250.0,1.0,3.0,3.0,London,SW13,flat,garden
2155,4250.0,2.0,4.0,2.0,London,NW6,terraced house,located
2156,4250.0,2.0,4.0,3.0,Kent,TN15,semi-detached house,located
2157,4250.0,1.0,2.0,2.0,Brentford,TW8,flat,furnished
2158,4250.0,2.0,5.0,2.0,Surrey,KT11,detached house,spacious
2159,4250.0,3.0,5.0,3.0,Chesham,HP5,detached house,family
2160,4250.0,2.0,4.0,3.0,Richmond,TW9,terraced house,garden
2161,4250.0,3.0,4.0,1.0,Twickenham,TW1,semi-detached house,spacious
2162,4290.0,1.0,3.0,2.0,London,W8,flat,none
2163,4290.0,2.0,9.0,5.0,Birmingham,B29,semi-detached house,student
2164,4290.0,1.0,3.0,1.0,London,SW1W,flat,located
2165,4290.0,1.0,9.0,4.0,Merseyside,L1,terraced house,student
2166,4290.0,1.0,3.0,2.0,London,SW1W,flat,furnished
2167,4283.0,1.0,2.0,1.0,London,SW11,flat,furnished
2168,4275.0,1.0,1.0,1.0,London,WC1N,flat,furnished
2169,4268.0,1.0,2.0,2.0,London,W1U,flat,none
2170,4267.0,1.0,4.0,3.0,Stanwell TW19,TW19,flat,furnished
2171,4268.0,1.0,2.0,1.0,London,SW7,flat,none
2172,4268.0,1.0,2.0,1.0,London,WC2B,flat,none
2173,4268.0,1.0,2.0,1.0,London,SW7,flat,none
2174,4290.0,1.0,3.0,2.0,London,W2,flat,spacious
2175,4290.0,1.0,1.0,2.0,London,SW1W,flat,spacious
2176,4290.0,1.0,3.0,2.0,London,W2,flat,none
2177,4290.0,1.0,3.0,2.0,London,W2,flat,modern
2178,4290.0,1.0,3.0,2.0,London,W2,flat,modern
2179,4290.0,1.0,2.0,3.0,London,SW5,property,spacious
2180,4290.0,1.0,11.0,4.0,Leeds,LS6,terraced house,spacious
2181,4290.0,1.0,2.0,2.0,London,EC2A,flat,none
2182,4290.0,1.0,2.0,2.0,London,SE1,flat,furnished
2183,4290.0,1.0,3.0,2.0,London,SW1W,flat,located
2184,4290.0,1.0,3.0,2.0,London,SW1W,flat,none
2185,4290.0,1.0,3.0,2.0,London,SW1W,flat,none
2186,4290.0,2.0,9.0,5.0,Birmingham,B29,semi-detached house,student
2187,4290.0,1.0,3.0,2.0,London,E14,flat,furnished
2188,4290.0,1.0,3.0,1.0,London,SW1W,flat,located
2189,4290.0,1.0,9.0,4.0,Merseyside,L1,terraced house,student
2190,4299.0,1.0,3.0,2.0,London,SW10,flat,garden
2191,4300.0,2.0,2.0,2.0,London,E14,flat,spacious
2192,4300.0,1.0,3.0,2.0,London,W8,flat,spacious
2193,4300.0,1.0,4.0,2.0,London,N1,terraced house,garden
2194,4300.0,1.0,3.0,2.0,London,SE15,flat,decorated
2195,4300.0,2.0,5.0,2.0,Teddington,TW11,detached house,none
2196,4300.0,3.0,5.0,2.0,Teddington,TW11,flat,garden
2197,4300.0,1.0,1.0,1.0,London,NW1,flat,furnished
2198,4290.0,1.0,3.0,2.0,London,W2,flat,spacious
2199,4290.0,1.0,1.0,1.0,London,WC2B,flat,modern
2200,4290.0,1.0,3.0,2.0,London,SW1W,flat,none
2201,4290.0,1.0,3.0,3.0,London,W2,flat,modern
2202,4312.0,1.0,3.0,2.0,London,W14,flat,located
2203,4312.0,1.0,2.0,2.0,London,WC2E,flat,modern
2204,4312.0,2.0,3.0,3.0,London,W9,flat,refurbished
2205,4312.0,1.0,3.0,2.0,London,NW8,flat,spacious
2206,4312.0,2.0,3.0,3.0,London,W9,flat,renovated
2207,4312.0,2.0,3.0,2.0,London,W1J,flat,spacious
2208,4312.0,1.0,2.0,2.0,London,SE1,flat,furnished
2209,4312.0,1.0,2.0,2.0,London,SW3,flat,refurbished
2210,4312.0,1.0,2.0,2.0,London,N1,flat,none
2211,4307.0,1.0,7.0,2.0,East,BN1,semi-detached house,none
2212,4307.0,1.0,7.0,2.0,East,BN1,semi-detached house,none
2213,4307.0,1.0,4.0,2.0,London,NW3,flat,modern
2214,4309.0,1.0,1.0,1.0,London,SW7,flat,furnished
2215,4302.0,1.0,1.0,1.0,London,SE11,town house,furnished
2216,4300.0,1.0,2.0,2.0,London,SE1,flat,none
2217,4300.0,1.0,3.0,2.0,London,W2,flat,spacious
2218,4300.0,2.0,5.0,2.0,Teddington,TW11,detached house,none
2219,4312.0,1.0,2.0,1.0,London,SW1X,flat,furnished
2220,4312.0,2.0,4.0,2.0,London,NW6,terraced house,spacious
2221,4312.0,1.0,4.0,3.0,London,W9,flat,refurbished
2222,4312.0,1.0,3.0,2.0,London,NW8,flat,modern
2223,4312.0,1.0,2.0,2.0,London,WC2E,flat,spacious
2224,4312.0,1.0,2.0,2.0,London,W1S,flat,modern
2225,4312.0,1.0,2.0,2.0,London,W1S,flat,none
2226,4312.0,2.0,3.0,3.0,London,W9,flat,refurbished
2227,4312.0,1.0,1.0,1.0,London,SW1X,flat,short let
2228,4312.0,1.0,2.0,2.0,London,SE1,flat,garden
2229,4312.0,2.0,3.0,2.0,London,W1J,flat,spacious
2230,4312.0,1.0,4.0,3.0,London,W9,flat,refurbished
2231,4312.0,1.0,2.0,2.0,London,W1K,property,located
2232,4312.0,2.0,3.0,2.0,London,W1J,flat,located
2233,4312.0,1.0,3.0,3.0,London,W11,property,spacious
2234,4312.0,1.0,2.0,2.0,London,WC2E,flat,modern
2235,4312.0,1.0,2.0,2.0,London,W11,flat,short let
2236,4312.0,1.0,3.0,1.0,London,SW11,flat,spacious
2237,4312.0,1.0,3.0,2.0,London,NW8,penthouse,none
2238,4312.0,1.0,4.0,3.0,London,W11,property,modern
2239,4312.0,1.0,3.0,2.0,London,N1,property,garden
2240,4312.0,1.0,3.0,2.0,London,W11,maisonette,none
2241,4312.0,2.0,5.0,4.0,London,E14,terraced house,student
2242,4312.0,2.0,5.0,4.0,London,E14,end terrace house,student
2243,4312.0,1.0,2.0,2.0,London,SE1,flat,none
2244,4312.0,1.0,1.0,1.0,London,SW1X,flat,short let
2245,4312.0,1.0,3.0,2.0,London,NW8,flat,spacious
2246,4312.0,1.0,3.0,2.0,London,NW8,property,spacious
2247,4312.0,1.0,2.0,2.0,London,W1K,flat,located
2248,4312.0,2.0,3.0,2.0,London,W1J,flat,located
2249,4312.0,2.0,3.0,2.0,London,W1J,flat,spacious
2250,4312.0,1.0,2.0,2.0,London,W1J,flat,refurbished
2251,4312.0,1.0,2.0,2.0,London,SW1Y,flat,refurbished
2252,4312.0,1.0,2.0,2.0,London,SW1Y,flat,refurbished
2253,4312.0,1.0,3.0,2.0,London,SW3,flat,none
2254,4312.0,2.0,3.0,2.0,London,SW3,flat,spacious
2255,4312.0,1.0,2.0,1.0,London,SW3,flat,short let
